# Start logging at 2023-07-28 09:16:13 CDT
[09:16:13] disconnected
[09:16:13] Friday, July 28, 2023
[09:16:13] Server connection timed out, reconnecting
[09:16:15] connected
# Start logging at 2023-07-28 09:32:11 CDT
[09:32:11] connected
[09:36:10] Redbeardy_McGee is live!
[09:36:26]  moribund: FeelsBeardMan
[14:07:21]  theyarejo: I have a patch of the antiboyotics/notorious HRT/antiCIStamines on my ass and a pill of it in my tummy! Day 1 of HRT!
[14:07:43]  a_snail_chosen_at_random: congrats!
[14:07:46]  a_snail_chosen_at_random: have fun
[14:07:47]  theyarejo: batsPls batsPls batsPls
[14:07:49]  truesque: hellof5Flowaaa
[14:07:56]  theyarejo: Indeed! Super hype!!
[14:08:00]  theyarejo: Exactly
[14:08:01]  leprochauninja: redbea13StickL redbea13Cultist redbea13StickR
[14:08:02]  dr0gulus: PogChamp
[14:08:12]  tubbiekim: Sick, hype hype hype
[14:08:28]  theyarejo: :D
[14:08:50]  theyarejo: Hahaha I’m so glad I did
[14:09:02]  theyarejo: Oops
[14:10:04]  truesque: seek kill
[14:10:06]  theyarejo: I lost a defect run today because I got distracted by a man taking his shirt off on the subway platform and accidentally didn’t play my apparition before hitting end turn
[14:11:11]  captainfalcum: irl reinforced body
[14:11:11]  theyarejo: LUL
[14:12:00]  captainfalcum: if i took my shirt off people would be distracted but mostly disgusted
[14:12:07]  captainfalcum: Haha2020
[14:12:18]  theyarejo: Oh shush you @captainfalcum
[14:12:33]  theyarejo: Don’t talk bad about my friend @captainfalcum
[14:13:09]  theyarejo: Skim is literally so good
[14:13:10]  captainfalcum: PrideHeartL PrideHeartR
[14:13:16]  theyarejo: I take it nearly all the time I see it
[14:14:48]  captainfalcum: moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM
[14:14:49]  theyarejo: Emotion chip value
[14:15:56]  leprochauninja: I'm not a big fan of emotion chips. I'm more of a salt a vinegar person.
[14:16:55]  kakistocraces: what is love?!?
[14:17:07]  a_snail_chosen_at_random: sounds like it would hurt
[14:17:11]  a_snail_chosen_at_random: i kinda hope not though
[14:17:37]  theyarejo: Holo self repair now?
[14:21:48]  kakistocraces: voodoo doll
[14:21:55]  leprochauninja: it's fine
[14:22:03]  leprochauninja: probably unnecessary
[14:23:27]  theyarejo: Yeah could’ve played the algo turn 1 right?
[14:24:03]  theyarejo: Meh it’s fine you’re gonna win anyway
[14:24:06]  theyarejo: I believe
[14:24:33]  theyarejo: Why wouldn’t you heal at the rest site?
[14:24:38]  theyarejo: You have apo
[14:25:03]  kakistocraces: singing bowl really good
[14:25:06]  theyarejo: Ohhhh me dumb
[14:26:21]  truesque: for years I thought singing bowl was singeing bowl
[14:26:29]  truesque: and was wondering why you were singeing the cards
[14:26:36]  truesque: no it's literally true
[14:26:38]  captainfalcum: singe
[14:26:41]  truesque: I mean I didn't think it was spelled that way
[14:26:47]  truesque: but I thought that was how singeing was spelt
[14:26:51]  truesque: just as singing
[14:27:07]  truesque: it's apparently singeing
[14:27:12]  truesque: I just had to look it up now for the first time
[14:29:05]  truesque: skip
[14:29:09]  glint0: how can a spire run end in a draw LMAO
[14:29:20]  glint0: oooooo
[14:30:42]  glint0: this run feels kinda won tbh
[14:31:04]  glint0: sure
[14:31:31]  leprochauninja: why would you buy us an hour when you could buy us a cognition?
[14:36:24]  theyarejo: Never punished Kappa
[14:39:12]  glint0: SUB....WAY SANDWITCH
[14:39:15]  glint0: wich
[14:39:23]  theyarejo: Wait did you take 1? Why no emotion chip
[14:39:38]  captainfalcum: which
[14:43:13]  a_snail_chosen_at_random: witch
[14:43:15]  a_snail_chosen_at_random: is which
[14:45:37]  kakistocraces: all will fall to the glory of the defect.
[14:45:46]  kakistocraces: even donuts.
[14:48:14]  a_snail_chosen_at_random: calipers would be good here
[14:48:22]  a_snail_chosen_at_random: calipers are good here KomodoHype
[14:50:04]  sycocell: recursion is gaming so hard
[14:50:11]  sycocell: lmao thought the same thing at the same time
[14:51:13]  sycocell: !pronouns
[14:51:14]  nightbot: Automatically share your pronouns as a chat badge: https://pronouns.alejo.io/ -- Don't forget the extension for Firefox ( https://pronouns.alejo.io/firefox ) or Chrome ( https://pronouns.alejo.io/chrome )!
[14:51:24]  sycocell: ^ this has stopped working for me for a bit Sadge
[14:51:47]  sycocell: oh no i really like 7tv lol
[14:52:36]  leprochauninja: upgrade boot
[14:52:44]  leprochauninja: for more block
[14:53:59]  leprochauninja: those are cards
[14:55:55]  a_snail_chosen_at_random: upgrade the boot
[14:56:33]  nerdbusta1: He’s just slow Kappa
[14:56:35]  leprochauninja: they'll let you know in a few minutes if they're behind
[14:57:38]  leprochauninja: probably not
[14:58:08]  leprochauninja: triple vajra
[14:59:54]  leprochauninja: !sr https://www.youtube.com/watch?v=3kNPEOqCBEE
[14:59:54]  nightbot: @Leprochauninja -> "flipturn - Space Cowboy (Official Music Video)" by flipturnmusicVEVO has been added to the queue in position #2
[15:00:18]  leprochauninja: tea set normally is
[15:02:15]  nerdbusta1: Is turn 2 spire spear and shield the scariest single turn in the game?
[15:03:21]  leprochauninja: no
[15:06:02]  leprochauninja: rip
[15:06:24]  sycocell: bruh
[15:08:15]  nerdbusta1: Just bottom decked all the good stuff :/
[15:08:19]  nerdbusta1: sadge
[15:08:48]  sycocell: oh wow
[15:08:52]  sycocell: just the WORST possible draw order
[15:11:11]  duncanarchib: just in time to watch a win noice
[15:11:24]  nerdbusta1: Well… sorta
[15:11:28]  leprochauninja: unfortunately this run is a loss
[15:12:14]  duncanarchib: ah, what did you rip to?
[15:13:05]  nerdbusta1: I think your original line is definitely the play if there’s no calipers
[15:15:21]  duncanarchib: manomanhey
[15:16:53]  duncanarchib: that's a real weird loss cause i got here and all i saw was domination
[15:17:13]  leprochauninja: I mean 45 card deck
[15:17:26]  leprochauninja: bad draw order dies to act 4 elite
[15:17:57]  leprochauninja: I know there's a lot of outs
[15:18:04]  leprochauninja: but it doesn't mean it can't happen
[15:19:01]  duncanarchib: rustbeardy
[15:20:43]  duncanarchib: gotta get that uptime
[15:20:44]  sycocell: can't get off til you win Kappa
[15:22:13]  duncanarchib: thars gold in them hills
[15:22:32]  leprochauninja: I keep forgetting to turn off my filter every time I boot up the game and play so I always have a rare colorless for sad nature currently
[15:23:06]  leprochauninja: But I've been playing with chimera on
[15:23:40]  duncanarchib: perfect for our perfected strike deck archetype deak
[15:23:51]  sycocell: chimera is so fun to watch
[15:24:05]  leprochauninja: I turned it up to 100% so it's pretty chaotic
[15:24:10]  captainnoobzor: chimera is fun
[15:24:23]  captainnoobzor: except when you go double expertise infinite
[15:24:28]  captainnoobzor: then it's a snooze
[15:25:13]  leprochauninja: I'm not sure if 100% is easier than default which is like 10%
[15:25:52]  leprochauninja: It probably is, but only if you're used to it
[15:26:28]  captainnoobzor: i put mine on 33% i think it's just like
[15:26:40]  captainnoobzor: they barely spawn at 10%
[15:26:43]  leprochauninja: not being able to rely on finding cards of certain costs or that do a specific thing without some other effect can make it trickier
[15:27:01]  leprochauninja: 10% was way too low yeah
[15:27:03]  captainnoobzor: 100% could be interesting
[15:27:28]  captainnoobzor: but it also sounds like you can find overpowered shit too easily
[15:28:35]  captainnoobzor: such as X cost cards monkaS
[15:28:35]  leprochauninja: I just turned all the settings on
[15:28:53]  leprochauninja: modifying starter cards is really fun
[15:29:09]  captainnoobzor: blasphemous defend WIDEKREYGASM
[15:29:24]  captainnoobzor: yeah
[15:29:24]  leprochauninja: yes
[15:29:28]  sycocell: lmaoo
[15:29:29]  captainnoobzor: i died on floor 7 to it
[15:29:32]  captainnoobzor: LUL
[15:29:35]  leprochauninja: I've gotten that
[15:30:10]  captainnoobzor: blasphemous cards have their values increased by 500%
[15:30:14]  captainnoobzor: so it was a 30 block defend
[15:30:31]  leprochauninja: 400%
[15:30:36]  captainnoobzor: o
[15:31:01]  captainnoobzor: it is die next turn
[15:31:12]  leprochauninja: +400% value, die next turn
[15:31:13]  captainnoobzor: live this turn to die next turn EZ
[15:32:58]  yt_wendoggo: Ur strong as fuck
[15:33:00]  yt_wendoggo: Lol
[15:33:20]  leprochauninja: blasphemous nightmare to add 15 copies of a card to your hand next turn
[15:34:33]  duncanarchib: hexaghost trying to crit
[15:36:26]  duncanarchib: ezclap
[15:36:58]  leprochauninja: blasphemous breaks the game in a fun way
[15:37:24]  duncanarchib: relics smh
[15:41:40]  grizzlybear6: !pronouns
[15:41:40]  nightbot: Automatically share your pronouns as a chat badge: https://pronouns.alejo.io/ -- Don't forget the extension for Firefox ( https://pronouns.alejo.io/firefox ) or Chrome ( https://pronouns.alejo.io/chrome )!
[15:42:20]  grizzlybear6: I don’t see the pronouns of other chatters
[15:43:50]  leprochauninja: I don't have pronouns
[15:44:07]  leprochauninja: also I'm not just any other chatter
[15:44:08]  grizzlybear6: I see
[15:44:12]  leprochauninja: I am THE chatter
[15:44:12]  grizzlybear6: Maybe i need to set it up
[15:44:21]  bunhara: if you have 7tv, disable it and just use bttv
[15:44:43]  bunhara: if you set up your pronouns but dont see them or any othee chatters pronouns, then make sure you axtually installed the pronouns extension
[15:45:16]  bunhara: defending for 3 instead of taking ori Kreygasm
[15:45:28]  leprochauninja: classic spire player move
[15:45:47]  bunhara: nice dark embrace-, nerd
[15:46:43]  glint0: I'm guessingthat defect run won
[15:46:48]  leprochauninja: no
[15:46:51]  glint0: Sadge
[15:47:26]  leprochauninja: https://betterttv.com/emotes/64c2d037cf0c8f4d5716e539
[15:47:39]  glint0: GOOOD SONG
[15:50:47]  leprochauninja: SilentRun
[15:50:57]  bunhara: @leprochauninja rename it to silentdash or something
[15:51:02]  bunhara: itd be more fitting
[15:51:09]  leprochauninja: done
[15:51:12]  leprochauninja: SilentDash
[15:51:24]  leprochauninja: hm
[15:51:34]  bunhara: you probably have to refresh
[15:51:47]  leprochauninja: SilentDash
[15:51:50]  bunhara: id test it but im.cureently on my phone GIGACHAD
[15:51:50]  leprochauninja: SilentRun
[15:52:04]  leprochauninja: hmm
[15:52:41]  bunhara: Strike dummy should applyto the second number for p strike
[15:52:43]  leprochauninja: SilentDash
[15:53:00]  leprochauninja: renaming it broke it
[15:53:15]  bunhara: monkaS
[15:53:35]  bunhara: way to go bun KomodoHype
[15:56:47]  leprochauninja: okay ttime to SIlentDash off to work cya
[15:56:53]  duncanarchib: shufflin on the edge
[15:56:56]  leprochauninja: rip still broken
[15:57:04]  bunhara: you typod
[15:57:21]  bunhara: offering deck
[15:57:26]  bunhara: you are so poor
[15:58:04]  bunhara: remember kuros in the kitchen
[15:58:18]  duncanarchib: hidden elite
[15:58:50]  bunhara: cockblocked
[16:05:44]  enriqueque: Hello! Long time no talk, I hope you've been well!
[16:07:03]  duncanarchib: spiker solution?
[16:09:42]  enriqueque: Nerd orb walkin'
[16:10:06]  bunhara: this song really sucks. the wicked rest all the time
[16:11:06]  enriqueque: Feeders in shambles here
[16:11:27]  bunhara: !sr johnny guitar
[16:11:28]  nightbot: @Bunhara -> "Fallout New Vegas Soundtrack - Johnny Guitar - Peggy Lee" by MaddinDS has been added to the queue in position #2
[16:17:36]  helox79: !sr barbra streisand duck sauce
[16:17:37]  nightbot: @Helox79 -> "Duck Sauce - Barbra Streisand (Official Video)" by SteveAATW has been added to the queue in position #2
[16:21:44]  metalphilosopher: Barbara Streisand, Duck Sauce, this is amazing
[16:22:55]  helox79: its a great song yes
[16:25:31]  metalphilosopher: You have great music taste for a 79 year old
[16:26:13]  helox79: got 80 this 24th of july so should change my name to Helox80
[16:26:27]  metalphilosopher: Congrats!
[16:30:24]  moneymoneyloot: when it comes to winning runs of slay the spire, the viewers have spoken: The Beard is NOT Wierd
[16:30:52]  moneymoneyloot: ya
[16:30:55]  moneymoneyloot: kinda lol
[16:31:03]  moneymoneyloot: 7ish hours not bad ig
[16:31:11]  moneymoneyloot: i heard you being mad at robit
[16:31:20]  tronsg: lfggg sleep
[16:33:36]  moneymoneyloot: shield of ze gods
[16:34:23]  moneymoneyloot: deck looks like it's 1 reaper  or 1 mag/bandage up from being completely broken
[16:36:46]  moneymoneyloot: i hate trying to do anything vs this guy
[16:37:11]  moneymoneyloot: mag/bandage up hard counter
[16:45:51]  truesque: holy
[16:45:52]  truesque: yoni
[16:47:19]  bunhara: !sr falling behind laufey
[16:47:19]  nightbot: @Bunhara -> "Laufey - Falling Behind (Official Audio)" by Laufey has been added to the queue in position #2
[16:48:44]  moneymoneyloot: fnp deck
[16:50:06]  captainfalcum: BUDDDDDDAY
[16:50:28]  moneymoneyloot: I think beardy is an underrated streamer. he talks to chat for longer than he plays the actual run and wins every single time
[16:55:46]  moneymoneyloot: marcus
[16:55:59] 14 raiders from AlenaFenomena have joined!
[16:56:16]  alenafenomena: twitchRaid alenafUke Vi estas Fenomena! You are Phenomenal! alenafUke twitchRaid
[16:56:28]  alenafenomena: doo doo doo doo doo manamena
[16:56:31]  moneymoneyloot: DO NOT
[16:56:35]  alenafenomena: cpicsLUL
[16:56:38]  alenafenomena: YOU ARE TOO!!!
[16:56:49]  alenafenomena: SwiftRage
[16:57:01]  duncanarchib: funkphenomenom
[16:57:07]  moneymoneyloot: NO
[16:57:11]  mrsbeekeeper: o/
[16:57:12]  moneymoneyloot: I'M NOT
[16:57:18]  alenafenomena: I was slaying a little bit. not very much. i had a couple friends giving helpful advice luckily
[16:57:27]  moneymoneyloot: yes
[16:57:29]  quaziflush: Monomonom ba ha bababa
[16:57:33]  moneymoneyloot: I know what you're saying
[16:57:43]  moneymoneyloot: mml is FRIED
[16:57:52]  alenafenomena: I've got 8 hrs under my belt and I understand NOTHING
[16:58:08]  alenafenomena: i've never won a second climb yet
[16:58:17]  alenafenomena: i'm brand new :D
[16:58:33]  tonytwitch: new blood
[16:58:36]  moneymoneyloot: one of us
[16:58:52]  alenafenomena: it is NOTHING like anything I play, but it's been translated to Esperanto, and I stream in Esperanto on Fridays, so... natch... had to give it a go
[16:58:55]  alenafenomena: oooo!!!!
[16:58:57]  duncanarchib: say goodbye to your old life your life is ours now
[16:58:59]  bunhara: ayo whats up tony
[16:59:06]  alenafenomena: What's that like for Slay the Spire? Coop?
[16:59:08]  tonytwitch: hi bunhara
[16:59:22]  bunhara: idk if that shoutout went through but hopefully it did
[16:59:33]  duncanarchib: constructed
[16:59:34]  alenafenomena: Esperanto is an auxiliary language
[16:59:37]  alenafenomena: yeah you've got it!
[17:00:04]  alenafenomena: you can say constructed, but that's a category that includes languages created for fiction, which are also awesome
[17:00:09]  alenafenomena: Logban?
[17:00:13]  duncanarchib: lisp lol
[17:00:15]  xmankx: What's powering this deck?  Just joined and it looks pretty random but you're at A20 boss?
[17:00:39]  alenafenomena: oh right
[17:00:46]  alenafenomena: Lojban
[17:00:49]  alenafenomena: you are right
[17:01:11]  alenafenomena: I follow a youtuber who vlogs in Lojban and composes really awesome songs in it
[17:01:20]  alenafenomena: MrsB came in with me
[17:01:23]  alenafenomena: <3
[17:01:35]  alenafenomena: I've got to go eat food, be back asap!
[17:01:37]  redbeardy_mcgee: !shotout AlenaFenomena
[17:01:43]  alenafenomena: looking forward to learning things!!!
[17:01:43]  moneymoneyloot: shotout
[17:01:48]  alenafenomena: aw thanks
[17:01:52]  alenafenomena: cpicsBlush
[17:01:56]  alenafenomena: sounds fun!
[17:02:01]  alenafenomena: but i'm useless lol
[17:02:05]  alenafenomena: hahaha
[17:02:08]  captainfalcum: shoot
[17:02:10]  alenafenomena: i'll learn more first
[17:02:16]  alenafenomena: yeah sounds fair
[17:02:20]  alenafenomena: hahaha
[17:02:24]  captainfalcum: @moneymoneyloot bad mod
[17:02:30]  alenafenomena: okay, see you after I get calories onboard
[17:03:10]  bunhara: Rupture act 2
[17:03:11]  duncanarchib: yeah i think it was star, collar and cube
[17:04:32]  xmankx: Perfect Strike and Nib helping also?
[17:06:08]  captainfalcum: moneym59JACKIE
[17:06:34]  captainfalcum: !sr travis sweet audio
[17:06:35]  nightbot: @CaptainFalcum -> "Travis Scott - sweet sweet (Audio)" by Travis Scott - Topic has been added to the queue in position #2
[17:09:27]  captainfalcum: o
[17:10:03]  captainfalcum: moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM
[17:10:06]  moneymoneyloot: cum viewert
[17:11:04]  moneymoneyloot: !sr https://www.youtube.com/watch?v=Yc-de_RSxHM
[17:11:04]  nightbot: @moneymoneyloot -> "Andre Nickatina - Ayo For Yayo" by AndreNickatlna has been added to the queue in position #2
[17:11:33]  moneymoneyloot: moneym59JACKIE
[17:11:49]  duncanarchib: power bird too powerful sadge
[17:12:37]  moneymoneyloot: unfort
[17:13:18]  moneymoneyloot: you came in at like 33 lol
[17:13:21]  moneymoneyloot: unlucky
[17:13:45]  moneymoneyloot: hey no judgement here boss
[17:13:52]  moneymoneyloot: click the cards
[17:13:54]  duncanarchib: slimeboss, the natural enemy of the silent
[17:14:20]  moneymoneyloot: any swappers
[17:14:36]  moneymoneyloot: pog
[17:15:29]  nerdbusta1: beardy what’s your favorite characters to play in order?
[17:15:39]  nerdbusta1: Also is that the 2nd clumsy today?
[17:15:43]  moneymoneyloot: yeah sure on a 0 streak it's pretty fun
[17:16:44]  moneymoneyloot: mEAT
[17:19:24]  nerdbusta1: @moneymoneyloot are you beating the uptime from last stream?
[17:19:38]  moneymoneyloot: no i might go back to bed
[17:19:49]  nerdbusta1: SeemsGood
[17:20:00]  moneymoneyloot: uptime hangover
[17:21:08]  nerdbusta1: When I checked your stream this morning I was thinking “wow, money is up early after a late night stream”
[17:21:17]  moneymoneyloot: lol
[17:21:30]  nerdbusta1: Nope just rolling through a casual 20 hour stream
[17:23:02]  nerdbusta1: Duvu where?
[17:23:43]  nerdbusta1: purity is a pain remove no kappa
[17:24:50]  duncanarchib: just setting up the duvu doll
[17:31:59]  bunhara: this fucking pain cant leave us alone
[17:32:30]  bunhara: you always have a shiv next turn
[17:51:55]  moneymoneyloot: !sr pelota kruangbin
[17:51:55]  nightbot: @moneymoneyloot -> "Pelota" by Khruangbin - Topic has been added to the queue in position #2
[17:52:50]  captainnoobzor: i've been away
[17:52:52]  captainnoobzor: is this deck good
[17:52:53]  duncanarchib: pain isn't just a card in the game lol
[17:53:25]  captainnoobzor: carry that pain into the heart then
[17:55:38]  captainnoobzor: what card do you want to see most right now
[17:56:13]  captainnoobzor: i want to see setup
[17:56:56]  duncanarchib: shoulda went to the other chest smh
[17:57:45]  captainnoobzor: PK+ monkaS
[18:00:00]  duncanarchib: the boot
[18:00:11]  captainnoobzor: remove accuracy
[18:00:17]  captainnoobzor: it is no longer needed
[18:00:35]  moneymoneyloot: dw dramatic gamer is here
[18:00:39]  moneymoneyloot: to save the day
[18:01:24]  moneymoneyloot: look at this tiny little book
[18:01:34]  captainnoobzor: stallable fight
[18:02:53]  moneymoneyloot: nein
[18:04:39]  duncanarchib: 0x12 oh no
[18:04:42]  captainnoobzor: make it do 0x999
[18:05:15]  captainnoobzor: i takes pressing one key
[18:05:36]  moneymoneyloot: e e e e im a dolphin e e e
[18:05:55]  duncanarchib: dolphin gaming
[18:11:05]  duncanarchib: qed mode
[18:14:06]  alenafenomena: hey hey
[18:14:15]  alenafenomena: how goes the climb?
[18:15:11]  alenafenomena: never seen it
[18:15:14]  alenafenomena: omg i love it
[18:15:16]  alenafenomena: want
[18:15:17]  alenafenomena: BegWan
[18:15:28]  alenafenomena: I have only played the Fervestulo
[18:15:33]  alenafenomena: um... the iron-man?
[18:15:40]  alenafenomena: what's he called in English?
[18:15:43]  alenafenomena: Iron-clad yeah
[18:15:49]  alenafenomena: never seen that Relic
[18:16:03]  bunhara: its a decent one
[18:16:22]  bunhara: prettt strong in act 1, tends to fall off but can perform in some situations like this one
[18:16:31]  alenafenomena: these baddies are kinda cute... so many of them give me the ick
[18:16:48]  alenafenomena: if this was the monster under my bed i'd be sneaking it cookies
[18:18:44]  alenafenomena: the monster that killed me had some kind of block that made everything i threw at it ineffective
[18:19:22]  alenafenomena: sorry what what was i in? didn't hear clearly
[18:19:34]  alenafenomena: act 2
[18:19:54]  alenafenomena: sphere i think
[18:20:02]  alenafenomena: not elite
[18:20:21]  moneymoneyloot: rodney
[18:21:04]  moneymoneyloot: rodney and then buy back pain
[18:22:30]  alenafenomena: yup it was early act 2. not my best finish ever, but i've never made it thru Act 2
[18:22:46]  alenafenomena: But it was a good run, I unlocked 3 cards
[18:22:53]  alenafenomena: yeah, it's really detailed
[18:23:20]  bunhara: streamers make the game look easy, but holy shit, the games really hard
[18:23:37]  moneymoneyloot: 2700 hours so 1700 hours talking to chat and 1000 playing
[18:23:53]  alenafenomena: i'm not sure I'm addicted yet, but it's a really good game, and there's not that many games with Esperanto translation, so I like
[18:24:10]  alenafenomena: omg i only have 1076 hrs in Rimworld and i've streamed that SOOOOO much 👀
[18:24:12]  captainfalcum: moneym59SHAKE
[18:24:31]  captainfalcum: !sr simz gorilla official video
[18:24:32]  nightbot: @CaptainFalcum -> "Little Simz - Gorilla (Official Video)" by Little Simz has been added to the queue in position #2
[18:25:00]  alenafenomena: brb gotta step away one sec
[18:25:35]  duncanarchib: heal deck archetype
[18:26:24]  alenafenomena: back
[18:26:48]  moneymoneyloot: this head doesn't seem very giant
[18:27:00]  duncanarchib: we are the enlightened
[18:28:11]  captainfalcum: moneym59JAM
[18:28:17]  captainfalcum: oversized dome
[18:29:01]  captainfalcum: moneym59JACKIE
[18:31:00]  alenafenomena: THAT'S THE ONE
[18:31:08]  alenafenomena: SwiftRage
[18:31:23]  duncanarchib: that's the one officer
[18:32:01]  captainnoobzor: is magic flower a bite dummy
[18:35:07]  alenafenomena: so how do you get thru his block?
[18:35:32]  alenafenomena: i have a hard time hearing you over the music
[18:35:40]  alenafenomena: what mic are you using?
[18:35:52]  captainfalcum: 🤔
[18:35:53]  bunhara: the music sounds fine
[18:35:54]  alenafenomena: oh shoot is it on my end? one sec
[18:35:59]  bunhara: yeah it might be your end
[18:36:00]  moneymoneyloot: levels are fine
[18:36:04]  captainfalcum: I can hear beardy too much
[18:36:11]  alenafenomena: cpicsDoh
[18:36:15]  alenafenomena: it was me
[18:36:16]  alenafenomena: i'm a doof
[18:36:17]  captainfalcum: 2020Shred 2020Shred 2020Shred 2020Shred
[18:36:29]  alenafenomena: fixed
[18:36:47]  captainfalcum: beardy pls fix cam
[18:36:52]  captainfalcum: hard to see you
[18:36:57]  alenafenomena: so i noticed this game can have mods, do you ever use any mods?
[18:36:59]  captainfalcum: TTours
[18:37:42]  captainfalcum: I use the save and quit mod
[18:38:38]  bunhara: also strongly recommend using Slay The Relics for streaming
[18:38:52]  bunhara: it lets pc viewers look at what your relics do and at your deck
[18:39:09]  alenafenomena: oh that's cool, @Bunhara !!
[18:39:12]  bunhara: and if you have another mod, Relic Stats, installed, it shows them how your relics have been performing as well
[18:40:09]  bunhara: also idk if beardy mentioned it, but Rum History Plus is also a good one. it gives you very in-depth information on the Run History screen that the regular game doesnt give you
[18:40:39]  alenafenomena: 👀 glad i asked!
[18:40:45]  bunhara: personally, I cant stand playing the game without Relic Stats and Run History Plus
[18:41:37]  bunhara: the only thing I wish Run History Plus could add is a map of each act
[18:41:41]  alenafenomena: can you show one more time? i'm copying
[18:41:45]  bunhara: but i dint know how possible something like that us
[18:42:03]  bunhara: Twitch Slays Spire has a dynamic map that shows during events and stuff
[18:42:06]  bunhara: wonder how they did it
[18:42:07]  moneymoneyloot: bun stop lying
[18:42:08]  alenafenomena: got it thanks
[18:42:14]  duncanarchib: deep breath for the abacus we definitely bought at that shop
[18:42:16]  moneymoneyloot: tou don't play this game with or without relic stats
[18:42:16]  alenafenomena: i thought map marks includes easel?
[18:42:32]  bunhara: @moneymoneyloot they dont need to know that
[18:43:04]  alenafenomena: cpicsLUL
[18:43:10]  moneymoneyloot: bun be like "personally I can't stand playing this game without relic stats (or at all)"
[18:43:12]  captainnoobzor: holy
[18:43:15]  captainnoobzor: it's time
[18:43:22]  captainnoobzor: it's even on double sale
[18:43:41]  bunhara: all money ever does is make fun of me :( this community is so toxic
[18:43:41]  captainnoobzor: well
[18:43:45]  captainnoobzor: shouldve known setup was coming
[18:43:49]  bunhara: you should all be ashamed of yourselves
[18:44:04]  captainnoobzor: i havent followed the run
[18:44:06]  bunhara: ModLove
[18:44:14]  captainnoobzor: i would assume it's probably still not bad
[18:44:17]  captainnoobzor: but i mean
[18:44:18]  alenafenomena: discovers "Spire with Friends" mod... 👀
[18:44:20]  captainnoobzor: it is 30 gold with courier
[18:44:26]  bunhara: oh yeah spire with friends rocks
[18:44:37]  captainnoobzor: wait
[18:44:38]  bunhara: absolutely great implementation of multi-player for spire
[18:44:50]  bunhara: yeah the disciple
[18:45:00]  bunhara: great question
[18:45:34]  captainnoobzor: is pellets pointless
[18:45:38]  bunhara: !sr lovely day bill withers
[18:45:38]  nightbot: @Bunhara -> "Lovely Day" by Bill Withers - Topic has been added to the queue in position #2
[18:45:47]  alenafenomena: what do y'all think about Minty Spire's QoL mod?
[18:45:47]  captainnoobzor: and you wanted
[18:45:51]  captainnoobzor: to not take setup
[18:45:58]  bunhara: minty spire's a good QoL mod
[18:46:04]  moneymoneyloot: minty spire is too much imo takes away from the game
[18:46:13]  bunhara: im not the biggest fan of using it, but id recommend it
[18:46:16]  moneymoneyloot: but makes life easier if you don't like the challenge
[18:46:33]  captainnoobzor: is minty spire the thing that vm and syco use
[18:46:43]  captainnoobzor: like the frozen eye potion chance incoming damage etc
[18:46:46]  captainnoobzor: oh
[18:46:54]  captainnoobzor: what is minty spire then
[18:46:57]  bunhara: info mod is potion chance
[18:47:04]  moneymoneyloot: yeah vm I think that's minty
[18:47:12]  moneymoneyloot: i mean noobzor
[18:47:28]  captainnoobzor: yeah those mods are too much for me to take in
[18:47:39]  moneymoneyloot: it just like doesn't let you get punished for forgetting stuff which takes away from the game imo
[18:47:42]  bunhara: relic reminders and minty feel like they just let the player keep their bad habits cause the game tells them anything they need to be aware of
[18:48:03]  moneymoneyloot: bun said it even better
[18:48:08]  captainnoobzor: yeah im more of the bunhara opinion
[18:48:22]  alenafenomena: the SuperFastMode mod seems a reasonable addition for streaming, unless it makes everything look like garbage
[18:48:25]  captainnoobzor: i dont really like relying on mods to do the work for me that just makes me dumber
[18:48:34]  bunhara: i hate superfastmode
[18:48:39]  bunhara: it just makes the game look awful
[18:48:43]  alenafenomena: except that when I get a new card that they only show me for a sec, it's never enough
[18:48:48]  captainnoobzor: but using minty has to be min-max for sure
[18:48:52]  bunhara: base game fast mode is just fine imo
[18:48:54]  alenafenomena: @Bunhara nuf said i'll leave that right alone
[18:49:04]  moneymoneyloot: superfastmode is pretty ugg it's fast enough wit the built in fastmode and 240 fps cap
[18:49:05]  alenafenomena: @Bunhara it's only the birdos that are like COME ON
[18:49:15]  captainnoobzor: i've never seen super fast mode
[18:49:26]  bunhara: you should install fast mode cultists tho KomodoHype
[18:49:27]  alenafenomena: wait there's a built in fastmode?
[18:49:33]  alenafenomena: i'll have to give it a look-see
[18:49:34]  bunhara: yep
[18:49:37]  captainnoobzor: fast mode cultists monka
[18:49:42]  captainnoobzor: do they scale during your turn
[18:49:43]  alenafenomena: dang i'm so lucky to have found you all
[18:49:48]  alenafenomena: subtra2Hug
[18:49:55]  alenafenomena: y'all are the BEST
[18:50:04]  duncanarchib: fast mode is required
[18:50:05]  alenafenomena: hahah
[18:50:05]  bunhara: @captainnoobzor so fast mode fucks cultists specifically
[18:50:12]  alenafenomena: first time raiding a Slayer
[18:50:14]  bunhara: they can no longee say their voice lines in fast mode
[18:50:18]  captainnoobzor: ohh
[18:50:23]  alenafenomena: literally found you on my FIRST try
[18:50:23]  bunhara: fast mode cultists fixes that
[18:50:25]  captainnoobzor: i've never noticed that
