# Start logging at 2023-08-10 08:02:39 CDT
[08:02:39] disconnected
[08:02:39] Thursday, August 10, 2023
[08:02:39] Server connection timed out, reconnecting
[08:02:41] connected
# Start logging at 2023-08-10 08:16:17 CDT
[08:16:17] connected
[08:22:17] Redbeardy_McGee is live!
[08:29:54]  moribund: FeelsBeardMan
[10:02:05]  tipereth6: This song is great, why u skip
[10:02:13]  moneymoneyloot: BEP haters
[10:02:17]  muirthemne: beardy ending it in here Sadge
[10:02:26]  bunhara: the other version is better
[10:02:32]  dr0gulus: i don't need to get stupid, i already am
[10:02:33]  moribund: that wasn't very fergalicious of you
[10:02:40]  tipereth6: pellets already missed in first shop
[10:02:48]  captainfalcum: !sr where is the love bep
[10:02:49]  nightbot: @CaptainFalcum -> "Where Is The Love - Black Eyed Peas (Lyrics) 🎵" by Pillow has been added to the queue in position #5
[10:02:56]  captainfalcum: KEKW
[10:03:04]  tipereth6: its worth considering, Okayge
[10:03:23]  moneymoneyloot: cum relict
[10:03:34]  captainfalcum: cum save
[10:03:51]  bunhara: @tipereth6 no its not :)
[10:03:53]  dr0gulus: @moneymoneyloot dont cum on the fish
[10:03:55]  dr0gulus: disgusting
[10:03:58]  dr0gulus: jesus
[10:04:01]  bunhara: the card says biased, who cares about pellets
[10:04:02]  muirthemne: 🤮
[10:04:19]  moneymoneyloot: bIARDSST CarGNITRIONI
[10:04:44]  moneymoneyloot: i can't read all that
[10:04:45]  hubba_the_bubba: Crushing the spire
[10:05:00]  moneymoneyloot: I usually check out after 5 letters
[10:05:05]  moneymoneyloot: good thing spire is a picture game
[10:05:40]  moneymoneyloot: that picture makes your circles stronger
[10:06:08]  dr0gulus: you can potion next turn
[10:06:24]  dr0gulus: you can potion next turn 󠀀
[10:06:32]  bunhara: stop validating drog and his idiotic sentiments
[10:06:50]  stupidketchup: you can potion the turn before inferno :)
[10:06:57]  moneymoneyloot: you can never fairy next turn actually
[10:07:07]  bunhara: cum enjoyers
[10:07:17]  moneymoneyloot: you can discard it though
[10:08:06]  thenewalexander: Orichalcum feels so good when it full blocks
[10:08:24]  bunhara: which it always does
[10:08:57]  bane_nightmare: is this disco music
[10:09:12]  moribund: cum
[10:09:12]  its_goddy: wtb loop+
[10:09:24]  thenewalexander: HeyGuys
[10:09:46]  its_goddy: too early dual, too early
[10:09:59]  moneymoneyloot: moneym59JAM
[10:10:19]  dr0gulus: @moneymoneyloot why didn't you potion earlier
[10:10:23]  bane_nightmare: is this city pop
[10:10:25]  its_goddy: i feel your win hinges on holo from Hello World
[10:10:25]  dr0gulus: @moneymoneyloot
[10:10:38]  moneymoneyloot: dr0g shut the FUCK UP MAN
[10:10:44]  its_goddy: kinda can't win without dual cast
[10:10:47]  dr0gulus: i can't
[10:10:49]  dr0gulus: i actually can't
[10:11:01]  moneymoneyloot: too stupid dkShame
[10:11:50]  enriqueque: Just do 67 damage
[10:12:17]  its_goddy: Hello can save you with like 2 cards, halo or gopher?
[10:12:35]  its_goddy: *holo
[10:15:13]  captainnoobzor: monkaS
[10:15:15]  moneymoneyloot: discard fairy to guarantee red guy run?
[10:15:17]  dr0gulus: overclock inferno synergy
[10:15:28]  enriqueque: Consumed, Cool into Stack. EZ
[10:15:34]  tipereth6: consume is not positive here is it?
[10:16:43]  jguest05: yoooo
[10:17:32]  jguest05: in early act do you want to take more fights then ? and such.
[10:17:33]  stupidketchup: gg the ghost is toast
[10:17:43]  bunhara: yrs @jguest05
[10:17:48]  moneymoneyloot: yes
[10:17:55]  moneymoneyloot: events are cringe
[10:17:56]  bunhara: events dont prepare you well for elites and the boss
[10:17:59]  moneymoneyloot: fights guaranteed value
[10:18:03]  bunhara: act 1 events are really, really bad
[10:18:04]  moneymoneyloot: cards potions gold
[10:18:07]  moribund: @jguest05 https://www.youtube.com/watch?v=N413BSJDiWk
[10:18:10]  bunhara: with a fre exceptions
[10:18:13]  moribund: some nerd made a video about it
[10:18:14]  bunhara: *few
[10:18:43]  stupidketchup: lol added the video to my watch later playlist
[10:19:07]  bunhara: !addcom !events https://www.youtube.com/watch?v=N413BSJDiWk
[10:19:07]  nightbot: @Bunhara -> The command "!events" has been added successfully.
[10:19:14]  moribund: !events
[10:19:14]  nightbot: https://www.youtube.com/watch?v=N413BSJDiWk
[10:19:14]  stupidketchup: i used to make youtube videos. i understand the cringe
[10:19:16]  moribund: !events
[10:19:18]  moneymoneyloot: amidph
[10:19:29]  bunhara: fish key
[10:19:29]  tubbiekim: Amid dot org
[10:19:47]  enriqueque: Subscribe
[10:19:51]  bunhara: machine learning sucks
[10:20:20]  moribund: Reboot to draw the burns and voids faster
[10:20:51]  moribund: souvenir and/or capacitor
[10:21:16]  moneymoneyloot: moneym59JACKIE dkShame moneym59JACKIE
[10:21:45]  apneaa: @Bunhara i just heard draco's voice
[10:21:46]  apneaa: monkaS
[10:22:14]  bunhara: transfems who dont voice train squad
[10:22:54]  apneaa: @Bunhara i was more talking about the addition
[10:22:58]  apneaa: of a voice to draco
[10:23:02]  apneaa: this is the first time
[10:23:03]  apneaa: monkaS
[10:23:34]  bunhara: rate it from 1 to 10
[10:23:37]  bunhara: immediately
[10:24:38]  bahbkarns: !professionalnouns
[10:24:45]  captainfalcum: moneym59JACKIE
[10:24:57]  enriqueque: Look at this stupid baseball
[10:25:22]  bunhara: catJAM
[10:25:23]  moneymoneyloot: dracos voice is ordinary/10 imo
[10:25:35]  bunhara: thats fucked up money
[10:25:37]  moneymoneyloot: sounds like a person
[10:25:39]  moneymoneyloot: to me
[10:25:46]  its_goddy: clogamid
[10:25:52]  bunhara: i could sue you for that kinda slander
[10:26:27]  moneymoneyloot: dkShame
[10:27:22]  stupidketchup: lol i like that idea
[10:27:55]  stupidketchup: you could be the first
[10:28:10]  bunhara: isnt this just the cyborg from brotato
[10:28:29]  stupidketchup: i had a fun reprogram watcher deck yesterday
[10:28:54]  moribund: Cyborg is Defect confirmed
[10:28:57]  moribund: Adge
[10:28:58]  stupidketchup: brb ads
[10:29:02]  bunhara: Adge
[10:29:40]  dr0gulus: got an epic ad for an audiobook
[10:29:46]  dr0gulus: what the FUCK is a book anyways
[10:29:55]  moneymoneyloot: Adge]
[10:29:58]  moneymoneyloot: Adge
[10:30:01]  stupidketchup: my ad is for pet food. now i want a pet
[10:30:30]  redbeardy_mcgee: mfw the ad monkeypaws you
[10:30:58]  bunhara: monkies arent pets, beardy
[10:31:02]  bunhara: dont be stupid
[10:31:21]  stupidketchup: @bunhara yes, don't be me
[10:31:59]  stupidketchup: back
[10:32:42]  moneymoneyloot: my ad for the marines made some bold claims about "the need to ensure stability for america's future" or some bullshit
[10:33:04]  dr0gulus: enlist
[10:33:12]  dr0gulus: they see your winrate they make you an officier immediately
[10:34:20]  captainfalcum: Wow a lot of you nerds are straight disrespecting the flag
[10:34:27]  captainfalcum: KKona
[10:34:45]  moneymoneyloot: i love america
[10:34:45]  asukii314: amid sighted
[10:34:48]  bunhara: !sr proud to he an american
[10:34:49]  nightbot: @Bunhara -> "I'm Proud To Be An American  Lyrics" by Fernando Sanchez has been added to the queue in position #1
[10:34:57]  stupidketchup: i respect the flag -> BisexualPride
[10:34:58]  moneymoneyloot: god bless america
[10:35:04]  captainfalcum: blm and the b is for blue 🙈
[10:35:08]  moneymoneyloot: 2 things I definitely believe in
[10:35:19]  bunhara: BACK THE BLUE, BABY KKona
[10:35:29]  captainfalcum: 👮‍♀️🍩
[10:36:08]  moneymoneyloot: keep america old school again
[10:36:17]  captainfalcum: any antifa thugs in this chat TTours
[10:36:26]  bunhara: @stupidketchup no idea where you're from but mine looks like this 🏳️‍⚧️ LesbianPride
[10:36:38]  stupidketchup: @bunhara epic
[10:37:20]  captainfalcum: she doesn't even TransgenderPride
[10:37:25]  bunhara: KKona 7
[10:37:28]  captainfalcum: what a loser @bunhara
[10:37:30]  asukii314: such a multinational chat we got here, I'm from PansexualPride
[10:37:36]  bunhara: 🦅🦅🦅🦅🦅
[10:37:36]  captainfalcum: KKona
[10:37:41]  captainfalcum: CACAW
[10:37:47]  moneymoneyloot: AsexualPride
[10:37:50]  captainfalcum: !sr choir pledge of allegiance
[10:37:50]  nightbot: @CaptainFalcum -> "The Pledge of Allegiance | The Tabernacle Choir" by The Tabernacle Choir at Temple Square has been added to the queue in position #1
[10:38:11]  captainfalcum: sorry money there's no ZygotePride
[10:38:13]  bunhara: now for the REAL american anthem
[10:38:23]  bunhara: !sr rawhide frankie lane
[10:38:24]  nightbot: @Bunhara -> "Frankie Laine - Rawhide HQ" by TheGrayCat has been added to the queue in position #2
[10:38:31]  captainfalcum: HAYHAHHHHHHAHHH
[10:38:39]  bunhara: !song promote 2
[10:38:39]  nightbot: @Bunhara -> "I'm Proud To Be An American  Lyrics" by Fernando Sanchez is the current song. It was requested by Bunhara - https://youtu.be/ox4IRQVGsBU
[10:38:40]  moneymoneyloot: !sr keep on rocking in the free world
[10:38:45]  bunhara: !songs promote 2
[10:38:45]  nightbot: @Bunhara -> "Frankie Laine - Rawhide HQ" by TheGrayCat has been promoted and will play next.
[10:38:55]  moneymoneyloot: !sr keep on rocking in the free world 󠀀
[10:38:56]  nightbot: @moneymoneyloot -> "Rockin' in the Free World" by Neil Young - Topic has been added to the queue in position #3
[10:38:58]  asukii314: all the different flags we got goin
[10:39:09]  captainfalcum: DinoDance
[10:39:14]  asukii314: of course
[10:39:21]  bunhara: STAND UP NEXT TO YOU KKona 7
[10:39:32]  bunhara: I LOVE THE USAAAAAAA KKona 🦅🦅🦅🦅🦅🦅🦅🦅🦅
[10:39:55]  captainfalcum: if you can't stand in front of our troops, try standing in front of them!  hahaha liberal tears
[10:39:59]  dr0gulus: heard this pro-america music and had to follow immediately
[10:40:10]  bunhara: LUL
[10:40:11]  captainfalcum: :)
[10:40:26]  captainfalcum: yeeeeeeeeeeeeeehaw
[10:40:27]  dr0gulus: MAOSA
[10:40:33]  captainfalcum: MAOSA
[10:40:40]  bunhara: ROLLIN ROLLIN ROLLIN
[10:40:43]  moneymoneyloot: keep america old school again
[10:40:44]  bunhara: HYAAAAYYAHHA
[10:40:44]  captainfalcum: moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM
[10:40:45]  moneymoneyloot: HYAA
[10:40:49]  bunhara: HAAAAAA
[10:40:51]  captainfalcum: HYWAHAHAGGAGAGAGAAA
[10:40:51]  dr0gulus: HAAA
[10:40:57]  stupidketchup: as much as i love the patriotism going on here, i must go to work now.
[10:41:03]  moneymoneyloot: HELL BENT FOR LEATHER
[10:41:11]  stupidketchup: later yall! good luck on the run stupid143Pride
[10:41:19]  dr0gulus: BIGFROG BIGFROG BIGFROG
[10:41:23] 13 raiders from tripleshaww have joined!
[10:41:27]  captainfalcum: God damn I've never been so erect
[10:41:29]  captainfalcum: oh
[10:41:31]  tripleshaww: triple205Hi
[10:41:32]  moneymoneyloot: OH
[10:41:35]  captainfalcum: hello raiders
[10:41:35]  dr0gulus: oh
[10:41:45]  captainfalcum: HYAYHHHHAHHHHHAAAA
[10:42:01]  tripleshaww: havent popped into some sts in a while
[10:42:14]  moneymoneyloot: RAWHIIIIIIIDE
[10:42:16]  moneymoneyloot: HYAAA
[10:42:24]  dr0gulus: IIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIDE
[10:43:01]  bunhara: !shoutout tripleshaww
[10:43:01]  nightbot: Go check out tripleshaww at twitch.tv/tripleshaww
[10:43:12]  tripleshaww: alright i do have to head out to work but good luck with the runs today
[10:44:07]  moneymoneyloot: you forgot to tell him not to do that
[10:44:16]  captainfalcum: KKona
[10:44:22]  moneymoneyloot: you're supposed to ask the avacado nicely to suck you
[10:44:27]  captainfalcum: moneym59JACKIE
[10:44:31]  captainfalcum: succ
[10:45:23]  moneymoneyloot: headBang
[10:45:24]  captainfalcum: moneym59JAM
[10:45:26]  asukii314: defect act 2 moment
[10:45:35]  enriqueque: Angery fruit
[10:45:54]  captainfalcum: keep on cummin in the free world
[10:45:59]  captainfalcum: 2020Shred 2020Shred 2020Shred 2020Shred 2020Shred 2020Shred 2020Shred 2020Shred 2020Shred
[10:46:45]  dr0gulus: what this deck really needs is a card that blocks for 1
[10:46:55]  dr0gulus: oh good
[10:47:00]  makyato5: but muh potentials
[10:47:44]  moneymoneyloot: chill deck
[10:48:04]  bunhara: frog orbs
[10:48:11]  moneymoneyloot: hispanic with cum frost is pog champion
[10:48:21]  bunhara: thos are byrds
[10:48:21]  moneymoneyloot: almost as pog champion as the 7 max you took from what
[10:48:23]  moneymoneyloot: whale
[10:48:27]  nerdbusta1: byrds
[10:48:32]  dr0gulus: i had a dream once about a defect run that had Fart orbs
[10:48:35]  dr0gulus: probably shouldnt admit that
[10:48:38]  captainfalcum: byrb
[10:48:43]  moneymoneyloot: jesus drog
[10:48:46]  captainfalcum: jesus dr0g
[10:48:48]  moneymoneyloot: get a grip man
[10:48:48]  bunhara: @dr0gulus isnt that just silent
[10:48:52]  captainfalcum: you're truly cursed
[10:48:56]  asukii314: noxious fumes
[10:48:56]  captainfalcum: fuck you drog
[10:48:59]  captainfalcum: jesus
[10:49:01]  dr0gulus: there was a card called Brap in the starting deck
[10:49:05]  captainfalcum: you ruined my brain
[10:49:06]  bunhara: LUL
[10:49:18]  captainfalcum: and it's already fucked
[10:49:29]  nerdbusta1: I had a dream recently where spire elites fight was replaced by a giant Barbie
[10:49:32]  bunhara: new drogmod character?
[10:49:40]  asukii314: @nerdbusta1 was the heart replaced by oppenheimer
[10:50:20]  moneymoneyloot: hispanic button GATOESTALAVANDO
[10:50:27]  nerdbusta1: @asukii314 nuke of the spire Kreygasm
[10:50:33]  bunhara: gatoJAM
[10:50:58] 34 raiders from TyrannosaurusHax have joined!
[10:51:02]  veldak: tyrannoSpider  tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider   tyrannoSpider
[10:51:04]  apneaa: monka
[10:51:04]  tyrannosaurushax: tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider tyrannoSpider
[10:51:05]  tyrannosaurushax: PogChamp /
[10:51:06]  apneaa: more raiders
[10:51:10]  captainfalcum: !sr run the jewels kill your masters
[10:51:10]  nightbot: @CaptainFalcum -> "Run The Jewels - A Report To The Shareholders / Kill Your Masters | From The RTJ3 Album" by RunTheJewels has been added to the queue in position #1
[10:51:10]  bunhara: more raids
[10:51:18]  captainfalcum: raid holy
[10:51:22]  bunhara: !shoutout tyrannosaurushax
[10:51:23]  nightbot: Go check out tyrannosaurushax at twitch.tv/tyrannosaurushax
[10:51:29]  tyrannosaurushax: it's pretty much that or Amaz Keepo
[10:51:33]  captainfalcum: any arachnids
[10:51:40]  bunhara: oh right its slash
[10:51:49]  bunhara: i forgot ! was nightbot
[10:52:17]  tyrannosaurushax: Kappa
[10:52:32]  dr0gulus: i can't tell if my screen is flickering or if i'm just blinking
[10:52:34]  dr0gulus: is that normal
[10:52:45]  tyrannosaurushax: it's only the 2nd time I streamed the spire
[10:52:48]  moneymoneyloot: if you think about it for the winrate amaz gets he plays really slow
[10:52:55]  tyrannosaurushax: got defect to the heart for I think the first time
[10:52:56]  bunhara: the fart orbs really fucked him up
[10:52:58]  asukii314: imagine playing spire when you could just have spire vaguely existing in the background while you shoot the shit with chat
[10:53:02]  tyrannosaurushax: couldn't take off fast enough with orbs though
[10:53:06]  nerdbusta1: beardy when is the next Spire with fiends?
[10:53:18]  tyrannosaurushax: first time A20*
[10:53:21]  captainfalcum: amaz is underrated @moneymoneyloot
[10:53:57]  captainfalcum: wtf is a gremlin nob
[10:54:02]  moneymoneyloot: LUL
[10:54:04]  dr0gulus: LUL
[10:54:05]  dr0gulus: based
[10:54:32]  moneymoneyloot: amaz is an underrated streamer imo, he screams nonsense, never looks at chat and loses every run
[10:54:33]  tyrannosaurushax: I mean it's more I'm not defaulting to raiding the one who needs it the least LUL
[10:55:00]  bunhara: !moveon
[10:55:26]  bunhara: theres like 2 sides to the spire community
[10:55:27]  tyrannosaurushax: anyway, I'm way overtime, need to touch grass and talk to people
[10:55:32]  tyrannosaurushax: take care PogChamp /
[10:55:33]  bunhara: and that meme is a hood litmus trst
[10:55:39]  dr0gulus: if amaz got insanely baked every stream he would be indistinguishable from money
[10:55:47]  moneymoneyloot: wtf
[10:55:50]  captainfalcum: money is amaz
[10:55:55]  captainfalcum: DOINKERS
[10:56:02]  moneymoneyloot: i win every run
[10:56:10]  bunhara: this shop os missing a card
[10:56:13]  bunhara: what happened to it
[10:56:28]  captainfalcum: moneym59JACKIE
[10:56:32]  moneymoneyloot: amaz doesn't even rap
[10:56:50]  nerdbusta1: moneym59JAM
[10:56:56]  bunhara: spire community cypher
[10:56:59]  moribund: memes are banned
[10:57:00]  apneaa: all amaz does is take verbal abuse from random dude he doesn't even know the username for hours
[10:57:21]  apneaa: with money we have the decency to introduce ourselves before abusing him
[10:57:22]  apneaa: dkShame
[10:57:22]  captainfalcum: how do we beat the brain
[10:57:23]  moribund: where is kongs puke on the iceberg
[10:57:34]  apneaa: @moribund deep
[10:57:52]  apneaa: i made an iceberg using the meme thing
[10:57:54]  apneaa: for sts memes
[10:57:56]  bunhara: !sr 10% kaytranada
[10:57:56]  nightbot: @Bunhara -> "10%" by Kaytranada - Topic has been added to the queue in position #1
[10:58:01]  apneaa: but the formating was horrible
[10:58:06]  moneymoneyloot: banger request boonhaha
[10:58:07]  apneaa: so i got annoyed and left
[10:58:12]  moneymoneyloot: gj
[10:58:13]  captainfalcum: money yelled at me and said I'm always wrong. weird that a baby thinks he knows more than me
[10:58:14]  bunhara: !sr aint no love lost patti jo
[10:58:15]  nightbot: @Bunhara -> "Patti Jo - Ain't No Love Lost (1975)" by migno65 has been added to the queue in position #2
[10:58:30]  captainfalcum: moneym59JACKIE
[10:58:42]  bunhara: !sr i wish skee lo
[10:58:42]  nightbot: @Bunhara -> "Skee-Lo - I Wish (Lyrics)" by InvertOG has been added to the queue in position #3
[10:59:00]  moneymoneyloot: wr baby sts player
[10:59:08]  captainfalcum: dr1g
[10:59:11]  moneymoneyloot: popular streamer baby
[10:59:20]  dr0gulus: LUL
[10:59:26]  captainfalcum: streamer baby holy
[11:00:24]  moribund: sneckamid
[11:00:30]  captainfalcum: moneym59JAM
[11:00:32]  asukii314: the forbidden combo
[11:01:24]  captainfalcum: moneym59JACKIE moneym59JAM moneym59JACKIE moneym59JAM moneym59JACKIE
[11:01:40]  bunhara: overcum
[11:01:46]  captainfalcum: cum
[11:02:06]  sparklecrotchthottie: did GA get procced even with panic button debuff
[11:02:28]  moneymoneyloot: moneym59JACKIE
[11:02:33]  sparklecrotchthottie: whypepLs
[11:02:36]  moneymoneyloot: catJAM
[11:02:39]  captainfalcum: !sr Anita ward ring my bell
[11:02:39]  nightbot: @CaptainFalcum -> "Anita Ward - Ring My Bell" by MC: Mus1c Collection has been added to the queue in position #5
[11:02:42]  sparklecrotchthottie: moneym59JAM
[11:02:43]  moneymoneyloot: AlienDance
[11:02:44]  captainfalcum: moneym59JAM
[11:02:48]  moribund: moneyJAM
[11:02:50]  sparklecrotchthottie: idanDance
[11:02:55]  sparklecrotchthottie: she’s so dreamy
[11:03:28]  captainfalcum: !sr Andre 3000 sixteen solo
[11:03:29]  nightbot: @CaptainFalcum -> "Andre 3000 - Sixteen (Solo)" by satellite flight has been added to the queue in position #6
[11:03:43]  moneymoneyloot: moneym59MOZ
[11:11:37]  moneymoneyloot: WIDECATJAM
[11:11:37]  nightbot: WARNING: This emote is unlisted. Either it hasn't yet been confirmed by a moderator, or the moderation team chose not to confirm this emote. As a result, we cannot guarantee it is safe to show on a livestream.
[11:11:48]  moribund: @moneymoneyloot WARNING
[11:12:24]  moneymoneyloot: WARNING WIDECATJAM WARNING WIDECATJAM WARNING WIDECATJAM WARNING WIDECATJAM
[11:12:30]  moribund: D:
[11:15:48]  captainfalcum: WIDECATJAM
[11:15:49]  nightbot: WARNING: This emote is unlisted. Either it hasn't yet been confirmed by a moderator, or the moderation team chose not to confirm this emote. As a result, we cannot guarantee it is safe to show on a livestream.
[11:15:55]  dr0gulus: five relics
[11:15:55]  captainfalcum: moneym59JACKIE moneym59JAM moneym59JACKIE moneym59JACKIE moneym59JACKIE moneym59JACKIE moneym59JACKIE moneym59JACKIE moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JACKIE
[11:15:56]  dr0gulus: : l
[11:16:01]  captainfalcum: holy
[11:16:18]  captainfalcum: spire national anthem
[11:16:22]  dr0gulus: lifecoach clearly wasnt playing the defect if he had nine relics
[11:16:29]  captainfalcum: hope you're all standing up
[11:16:41]  captainfalcum: o7
[11:16:42]  moribund: o7
[11:16:46]  dr0gulus: i always stand up in front of the troops (the defect)
[11:17:03]  dr0gulus: BRRRIRNIIIIIING
[11:17:06]  apneaa: I SEE
[11:17:08]  apneaa: SO RED
[11:17:11]  apneaa: FOR YOU GUARDIAN
[11:17:29]  captainfalcum: nein
[11:17:41]  moribund: !so badterence
[11:17:42]  nightbot: Check out some Slay the Spire gaming with badterence over at twitch.tv/badterence moneyJAM
[11:17:43]  moneymoneyloot: WARNING WIDECATJAM WARNING WIDECATJAM WARNING WIDECATJAM WARNING WIDECATJAM WARNING WIDECATJAM
[11:17:47]  captainfalcum: moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM moneym59JAM
[11:18:02]  captainfalcum: moneym59JACKIE
[11:18:08]  captainfalcum: ring my fucking balls
[11:18:20]  captainfalcum: moneym59JACKIE moneym59JACKIE moneym59JACKIE moneym59JACKIE moneym59JACKIE moneym59JACKIE moneym59JACKIE
[11:18:37]  moneymoneyloot: !sr doo wop lauren hill
[11:18:37]  nightbot: @moneymoneyloot -> "Lauryn Hill - Doo Wop (That Thing)" by REBEL SONGBIRD has been added to the queue in position #6
[11:18:52]  moneymoneyloot: !sr shoop salt n peppa
[11:18:52]  nightbot: @moneymoneyloot -> "Salt N Pepa Shoop lyrics" by katcat654 has been added to the queue in position #7
[11:19:00]  captainfalcum: !sr blu doo whop
[11:19:00]  nightbot: @CaptainFalcum -> "Doo Whop" by Blu - Topic has been added to the queue in position #8
[11:19:22]  captainfalcum: moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL
[11:19:26]  captainfalcum: moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL moneym59BELL
[11:19:32]  captainfalcum: moneym59JAM moneym59BELL moneym59JAM moneym59BELL moneym59JAM moneym59BELL
[11:19:34]  moneymoneyloot: moneym59BELL
[11:19:46]  moneymoneyloot: moneym59BELL AlienDance
[11:19:52]  captainfalcum: moneym59JACKIE moneym59BELL moneym59JACKIE moneym59BELL moneym59JACKIE
[11:21:11]  moribund: Hello World doubter dkShame
[11:22:38]  captainfalcum: moneym59JACKIE
[11:22:43]  moribund: thinking DansGame
[11:22:45]  captainfalcum: moneym59JAM
[11:22:53]  captainfalcum: WIDECATJAM
[11:22:53]  nightbot: WARNING: This emote is unlisted. Either it hasn't yet been confirmed by a moderator, or the moderation team chose not to confirm this emote. As a result, we cannot guarantee it is safe to show on a livestream.
[11:25:21]  moribund: monkaGIGA
[11:25:42]  dr0gulus: i stand up for the ads with my hand over my heart
[11:25:55]  dr0gulus: god bless the dollar bill
[11:26:36]  captainfalcum: 2020Shred
[11:26:40]  moribund: 2020Shred
[11:26:56]  apneaa: watch this
[11:26:59]  apneaa: 2020Shred
[11:27:01]  apneaa: :/
[11:27:02]  apneaa: i said
[11:27:04]  apneaa: WATCH THIS
[11:27:07]  apneaa: 2020Shred
[11:27:08]  captainfalcum: loser
[11:27:11]  apneaa: :/
[11:27:12]  moribund: idiot
[11:27:18]  apneaa: 2020Shred!
[11:27:28]  apneaa: 20 20 S h r e d
[11:27:34]  apneaa: 20202020Shred
[11:27:38]  moribund: WIDECATJAM
[11:27:38]  nightbot: WARNING: This emote is unlisted. Either it hasn't yet been confirmed by a moderator, or the moderation team chose not to confirm this emote. As a result, we cannot guarantee it is safe to show on a livestream.
[11:27:50]  dr0gulus: he's going to cheat during the ads
[11:27:53]  moribund: say no thank you to the ads
[11:27:56]  captainfalcum: advertisements
[11:28:00]  captainfalcum: moneym59JACKIE
[11:28:12]  moribund: where ad
[11:29:01]  moribund: Adge
[11:29:03]  captainfalcum: good request whoever this was
[11:29:08]  captainfalcum: !song
[11:29:08]  nightbot: @CaptainFalcum -> "D'Angelo and The Vanguard - Sugah Daddy (Audio)" by DAngeloVEVO is the current song. It was requested by moribund - https://youtu.be/vo3RAH0zLlU
[11:29:12]  moribund: some dipshit
[11:29:15]  captainfalcum: fuck
[11:29:21]  captainfalcum: ofc it's you
[11:29:25]  captainfalcum: I take it back
[11:29:30]  moribund: Sadge
[11:30:03]  captainfalcum: adge
[11:31:51]  captainfalcum: biography break
[11:31:59]  captainfalcum: biology brake
[11:32:02]  moribund: FeelsGoodMan
[11:32:16]  moribund: WIDECATJAM
[11:32:16]  nightbot: WARNING: This emote is unlisted. Either it hasn't yet been confirmed by a moderator, or the moderation team chose not to confirm this emote. As a result, we cannot guarantee it is safe to show on a livestream.
[11:32:31]  moribund: play the ads over Falcum's song requests instead
[11:32:33]  captainfalcum: 9/11
[11:32:49]  captainfalcum: support the first responders KKona
[11:33:33]  moribund: hologram wound so you don't draw it later
[11:34:23]  shmooooz: heyho
[11:34:39]  shmooooz: congratz btw no the viewer numbers! seems they are increasing really well
[11:35:14]  shmooooz: What is the Trevor Project?
[11:36:10] 1 raiders from moribund have joined!
[11:36:11]  moribund: FeelsAmazingMan
[11:36:13]  firstdane: FeelsBeardMan
[11:36:18]  firstdane: RAIDERZZ
[11:36:35]  moribund: just got here how's it going
[11:36:56] 1 raiders from FirstDane have joined!
[11:37:02]  firstdane: POGCHAMPION
[11:37:05]  moribund: TombRaid TombRaid TombRaid TombRaid TombRaid TombRaid TombRaid TombRaid TombRaid TombRaid TombRaid TombRaid TombRaid TombRaid
[11:37:32]  shmooooz: Í thought they stopped 1 person raids because they were used to annoy streamers ^^
[11:37:50]  firstdane: you can set a minimum number on raids for notifications, etc
[11:38:45]  bunhara: 284 gold
[11:39:07]  firstdane: "why do i have so much money" -not me
[11:39:28]  dr0gulus: gg
[11:39:45]  firstdane: rng fight gg
[11:40:02]  moribund: monkaGIGA
[11:40:23]  shmooooz: I miss the beard flex
[11:41:09]  moneymoneyloot: wheres you mandatory sweeping beam+
[11:41:10] bunhara redeemed Clean Shave Flex 5000
[11:42:44]  dr0gulus: WHAT thing?
[11:42:49]  dr0gulus: what is she talking about
[11:43:04]  moneymoneyloot: hologram for abandon run?
[11:43:44]  bunhara: !sr are you that somebody
[11:43:45]  nightbot: @Bunhara -> "Aaliyah - Are You That Somebody (Original Video)" by Blackground Records 2.0 has been added to the queue in position #4
[11:43:47]  firstdane: self repair brings you back with 7 HP after you die because the combat is over
[11:44:01]  moneymoneyloot: LUL
[11:44:20]  captainfalcum: 551
[11:45:36]  moneymoneyloot: hispanic is no downside here no?
